priority,quantity,sales,shipping,price,cost,customer,category,name,container,margin
Critical,19,1004.18,Express Air,55.48,6.79,Consumer,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37
Medium,6,20.47,Regular Air,3.38,1.09,Home Office,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,Wrap Bag,0.39
Medium,16,3075.752,Delivery Truck,236.97,59.24,Home Office,Furniture,Chromcraft Rectangular Conference Tables,Jumbo Box,0.61
Critical,24,3118.6,Express Air,128.24,12.65,Home Office,Furniture,SAFCO Folding Chair Trolley,Medium Box,
Medium,13,196.22,Regular Air,14.81,13.32,Home Office,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43
Medium,11,49.76,Express Air,4.2,2.26,Home Office,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag,0.36
Not Specified,3,1759.65,Regular Air,599.99,24.49,Corporate,Technology,Canon PC1080F Personal Copier,Large Box,0.5
Not Specified,7,88.59,Regular Air,11.97,5.81,Corporate,Office Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6
High,3,10.62,Regular Air,3.29,1.35,Small Business,Office Supplies,Acco¢ç Hot Clips¢â Clips to Go,Wrap Bag,0.4
High,39,666.4,Express Air,15.73,7.42,Small Business,Office Supplies,Acme Galleria¢ç Hot Forged Steel Scissors with Colored Handles,Small Pack,0.56
High,10,351.3,Regular Air,34.76,8.22,Small Business,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57
Medium,14,1849.6,Regular Air,155.99,8.99,Corporate,Technology,R280,Small Box,0.55
Medium,16,1313.64,Regular Air,83.1,6.13,Corporate,Technology,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.45
Medium,12,34.41,Regular Air,2.6,2.4,Small Business,Office Supplies,12 Colored Short Pencils,Wrap Bag,0.58
Low,43,2433.53,Regular Air,54.48,0.99,Corporate,Office Supplies,Belkin 5 Outlet SurgeMaster¢â Power Centers,Small Box,0.57
Low,26,1368.03,Regular Air,50.98,6.5,Corporate,Technology,Microsoft Natural Multimedia Keyboard,Small Box,0.73
Low,41,260.64,Regular Air,6.68,6.15,Corporate,Office Supplies,Xerox 1968,Small Box,0.37
Low,32,1250.4265,Regular Air,45.99,2.5,Corporate,Technology,T61,Small Box,0.56
Low,5,128.59,Regular Air,25.98,5.37,Corporate,Office Supplies,3M Office Air Cleaner,Medium Box,0.5
Low,1,4.97,Regular Air,3.55,1.43,Corporate,Office Supplies,"Acco Clips to Go¢â Binder Clips, 24 Clips in Two Sizes",Wrap Bag,0.38
High,43,621.44,Regular Air,15.14,4.53,Corporate,Office Supplies,Eldon¢ç Gobal File Keepers,Small Box,0.81
High,20,3878.49,Regular Air,209.84,21.21,Corporate,Furniture,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,0.59
Not Specified,45,497.14,Regular Air,10.94,1.39,Small Business,Office Supplies,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Small Box,0.35
Not Specified,21,917.39,Express Air,40.98,2.99,Small Business,Office Supplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,0.36
Medium,27,194.35,Regular Air,6.75,2.99,Consumer,Office Supplies,Wilson Jones DublLock¢ç D-Ring Binders,Small Box,0.35
Low,16,108.73,Regular Air,6.24,5.22,Small Business,Furniture,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6
Not Specified,23,384.21,Regular Air,15.51,17.78,Corporate,Office Supplies,"Tenex File Box, Personal Filing Tote with Lid, Black",Small Box,0.59
Medium,40,197.1,Regular Air,5.28,2.99,Corporate,Office Supplies,"Wilson Jones 1"" Hanging DublLock¢ç Ring Binders",Small Box,0.37
Medium,47,199.48,Regular Air,4.2,2.26,Corporate,Office Supplies,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Wrap Bag,0.36
Not Specified,40,635.59,Regular Air,16.51,2.99,Home Office,Office Supplies,JM Magazine Binder,Small Box,0.37
Not Specified,22,1251.4,Regular Air,55.48,6.79,Home Office,Office Supplies,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,0.37
Not Specified,45,3577.81,Regular Air,78.8,35,Home Office,Office Supplies,Space Solutions¢â Industrial Galvanized Steel Shelving.,Large Box,0.83
High,25,1009.868,Regular Air,45.99,4.99,Small Business,Technology,KF 788,Small Box,0.56
High,9,31.36,Regular Air,3.6,2.2,Consumer,Office Supplies,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag,0.39
High,46,153.28,Regular Air,3.28,5,Home Office,Office Supplies,Newell 35,Wrap Bag,0.56
Critical,24,382.19,Express Air,14.42,6.75,Corporate,Office Supplies,Holmes Odor Grabber,Medium Box,0.52
Critical,17,2573.92,Delivery Truck,150.98,143.71,Corporate,Furniture,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum,0.55
Critical,40,727.64,Regular Air,17.98,8.51,Corporate,Technology,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4
Critical,16,2795.004,Regular Air,195.99,8.99,Corporate,Technology,A1228,Small Box,0.58
Critical,25,2564.5775,Regular Air,125.99,7.69,Corporate,Technology,Timeport L7089,Small Box,0.58
Low,36,580.04,Express Air,16.91,6.25,Corporate,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58
Not Specified,43,413.83,Regular Air,10.01,1.99,Small Business,Technology,TDK 4.7GB DVD-R,Small Pack,0.41
Not Specified,30,3339.65,Regular Air,125.99,7.69,Small Business,Technology,Timeport L7089,Small Box,0.58
High,50,3601.07,Regular Air,73.98,14.52,Corporate,Technology,Keytronic French Keyboard,Small Box,0.65
Critical,42,1392.77,Delivery Truck,31.76,45.51,Corporate,Furniture,Hon iLevel¢â Computer Training Table,Jumbo Box,0.65
High,46,737.25,Regular Air,15.99,13.18,Consumer,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37
Medium,29,577.89,Regular Air,19.99,11.17,Corporate,Furniture,Telescoping Adjustable Floor Lamp,Large Box,0.6
Medium,36,9920.85,Delivery Truck,264.98,17.86,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,Jumbo Drum,0.58
Medium,23,7484.31,Delivery Truck,320.98,58.95,Corporate,Furniture,Hon 4070 Series Pagoda¢â Round Back Stacking Chairs,Jumbo Drum,0.57
Critical,42,670.65,Regular Air,15.94,5.45,Consumer,Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Small Pack,0.55
Critical,12,1940.21,Regular Air,200.99,4.2,Consumer,Technology,2160i,Small Box,0.59
Critical,44,1717.21,Regular Air,40.97,8.99,Consumer,Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59
Low,12,714.391,Regular Air,65.99,8.99,Consumer,Technology,8260,Small Box,0.58
Not Specified,8,64.23,Regular Air,7.64,1.39,Corporate,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Small Box,0.36
Not Specified,18,85.03,Regular Air,4.28,6.72,Small Business,Office Supplies,Xerox 1927,Small Box,0.4
Not Specified,17,119.51,Regular Air,7.1,6.05,Small Business,Office Supplies,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39
Not Specified,19,332.38,Regular Air,17.78,5.03,Small Business,Furniture,"Seth Thomas 13 1/2"" Wall Clock",Small Box,0.54
Not Specified,15,502.8,Regular Air,30.98,19.51,Small Business,Office Supplies,Staples Colored Interoffice Envelopes,Small Box,0.36
Medium,46,320.93,Regular Air,6.68,5.66,Corporate,Office Supplies,Xerox 1923,Small Box,0.37
Medium,14,261.85,Regular Air,17.7,9.47,Corporate,Office Supplies,Portfile¢ç Personal File Boxes,Small Box,0.59
Low,38,202.42,Regular Air,5.34,2.99,Home Office,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38
Medium,7,733.36,Regular Air,99.99,19.99,Corporate,Technology,US Robotics 56K V.92 External Faxmodem,Small Box,0.52
Medium,50,281.81,Regular Air,5.98,0.96,Consumer,Office Supplies,Newell 315,Wrap Bag,0.6
Critical,45,5811.97,Delivery Truck,124.49,51.94,Corporate,Furniture,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63
High,40,250.13,Express Air,5.84,1.2,Consumer,Office Supplies,Newell 312,Wrap Bag,0.55
High,39,835.55,Regular Air,22.23,5.08,Consumer,Furniture,"Executive Impressions 14""",Small Pack,0.41
High,38,1799.6115,Regular Air,55.99,1.25,Consumer,Technology,Accessory2,Small Pack,0.55
Medium,43,468.48,Express Air,11.34,11.25,Consumer,Office Supplies,Staples 1 Part Blank Computer Paper,Small Box,0.36
Medium,23,284.14,Regular Air,11.66,8.99,Consumer,Office Supplies,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Small Pack,0.59
Low,23,1914.16,Delivery Truck,80.97,33.6,Small Business,Technology,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37
Critical,16,137.63,Express Air,9.11,2.15,Consumer,Office Supplies,"Black Print Carbonless Snap-Off¢ç Rapid Letter, 8 1/2"" x 7""",Wrap Bag,0.4
Critical,43,614.8,Regular Air,15.04,1.97,Consumer,Office Supplies,White GlueTop Scratch Pads,Wrap Bag,0.39
Not Specified,19,110.67,Regular Air,5.99,4.92,Corporate,Office Supplies,"DXL¢â Angle-View Binders with Locking Rings, Black",Small Box,0.38
Not Specified,20,1163.123,Regular Air,65.99,8.99,Corporate,Technology,8260,Small Box,0.58
Low,1,5.06,Regular Air,3.14,1.92,Corporate,Office Supplies,Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84
Medium,34,11823.52,Regular Air,367.99,19.99,Corporate,Office Supplies,Ibico Ibimaster 300 Manual Binding System,Small Box,0.4
Medium,19,80.81,Regular Air,4.24,5.41,Corporate,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35
High,35,181.15,Regular Air,5.28,3.96,Small Business,Furniture,"Master Big Foot¢ç Doorstop, Beige",Wrap Bag,0.54
High,35,620.02,Regular Air,17.67,8.99,Home Office,Furniture,"Executive Impressions 12"" Wall Clock",Small Pack,0.47
High,46,507.64,Regular Air,10.98,3.37,Corporate,Office Supplies,Fiskars¢ç Softgrip Scissors,Small Pack,0.57
Critical,23,3194.05,Regular Air,142.86,19.99,Small Business,Office Supplies,Letter Size Cart,Small Box,0.56
Not Specified,12,653.786,Regular Air,65.99,5.31,Corporate,Technology,3390,Small Box,0.57
Not Specified,10,56.91,Regular Air,5.18,2.04,Corporate,Office Supplies,Array¢ç Memo Cubes,Wrap Bag,0.36
High,27,3970.33,Delivery Truck,140.98,53.48,Small Business,Furniture,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Jumbo Box,0.65
Critical,35,625.9485,Express Air,20.99,3.3,Home Office,Technology,Accessory39,Small Pack,0.81
Low,12,50.69,Regular Air,3.95,2,Home Office,Office Supplies,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53
High,32,198.7,Regular Air,6.48,2.74,Corporate,Technology,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack,0.71
High,29,1958.32,Regular Air,62.18,10.84,Small Business,Furniture,Deflect-o Glass Clear Studded Chair Mats,Medium Box,0.63
Medium,39,185.69,Regular Air,4.84,0.71,Home Office,Office Supplies,*Staples* Highlighting Markers,Wrap Bag,0.52
Not Specified,11,1865.94,Delivery Truck,160.98,30,Home Office,Furniture,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62
Not Specified,43,784.72,Regular Air,17.98,4,Home Office,Technology,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Small Box,0.79
Not Specified,24,2343.076,Regular Air,115.99,8.99,Home Office,Technology,5185,Small Box,0.58
Low,39,301.36,Regular Air,8.01,2.87,Corporate,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4
Low,17,114.28,Regular Air,6.48,5.84,Corporate,Office Supplies,Xerox 226,Small Box,0.37
Low,49,1889.04,Express Air,40.97,8.99,Corporate,Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59
High,31,13064.06,Express Air,420.98,19.99,Corporate,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35
High,34,4771.89,Delivery Truck,140.98,36.09,Corporate,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77
High,1,3360.3,Delivery Truck,3502.14,8.73,Corporate,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Jumbo Box,0.57
High,10,306.663,Regular Air,35.99,5.99,Corporate,Technology,Accessory41,Wrap Bag,0.38
Medium,49,508.38,Regular Air,10.4,5.4,Corporate,Furniture,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Small Pack,0.51
Medium,28,281.09,Regular Air,9.06,9.86,Corporate,Office Supplies,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4
Medium,41,276.65,Regular Air,6.48,5.87,Corporate,Office Supplies,Xerox 229,Small Box,0.37
Not Specified,1,10.48,Express Air,5.18,2.04,Corporate,Office Supplies,Array¢ç Memo Cubes,Wrap Bag,0.36
Low,15,107.86,Express Air,6.48,9.68,Consumer,Office Supplies,Xerox 1993,Small Box,0.36
Low,13,305.6,Delivery Truck,20.98,45,Consumer,Office Supplies,"Tennsco Lockers, Sand",Jumbo Drum,0.61
Low,8,447.0405,Regular Air,65.99,8.99,Consumer,Technology,SC-3160,Small Box,0.59
Medium,47,4524.907,Regular Air,115.99,2.5,Home Office,Technology,StarTAC 7797,Small Box,0.55
Medium,49,7002.08,Regular Air,154.13,69,Corporate,Furniture,Laminate Occasional Tables,Large Box,0.68
Not Specified,15,600.8,Regular Air,42.76,6.22,Home Office,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,
Medium,27,21320.58,Delivery Truck,810.98,16.06,Corporate,Technology,Okidata ML591 Wide Format Dot Matrix Printer,Jumbo Drum,0.56
Medium,44,951.33,Regular Air,20.28,14.39,Corporate,Furniture,"Career Cubicle Clock, 8 1/4"", Black",Small Box,0.47
Not Specified,25,81.76,Regular Air,3.29,1.35,Small Business,Office Supplies,Acco¢ç Hot Clips¢â Clips to Go,Wrap Bag,0.4
High,22,5288.89,Delivery Truck,227.55,32.48,Home Office,Furniture,Hon Rectangular Conference Tables,Jumbo Box,0.68
High,19,113.2,Regular Air,6.08,0.91,Home Office,Office Supplies,Zebra Zazzle Fluorescent Highlighters,Wrap Bag,0.51
Medium,27,129.06,Regular Air,4.91,4.97,Home Office,Office Supplies,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Small Box,0.38
Medium,43,1236.64,Regular Air,28.48,1.99,Home Office,Technology,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4
Low,50,1441.57,Express Air,29.89,1.99,Corporate,Technology,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5
Low,20,173.09,Regular Air,8.34,4.82,Corporate,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,0.4
Not Specified,32,3234.1,Regular Air,99.23,8.99,Home Office,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35
Not Specified,16,112.81,Regular Air,6.48,9.17,Corporate,Office Supplies,Xerox 1996,Small Box,0.37
Medium,1,15.72,Regular Air,10.89,4.5,Corporate,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59
Medium,36,313.83,Regular Air,8.69,2.99,Corporate,Office Supplies,"Cardinal Slant-D¢ç Ring Binder, Heavy Gauge Vinyl",Small Box,0.39
Medium,11,201.5945,Regular Air,20.99,0.99,Corporate,Technology,Accessory21,Wrap Bag,0.37
Critical,39,248.64,Regular Air,6.28,5.29,Corporate,Furniture,"Eldon¢ç 200 Class¢â Desk Accessories, Burgundy",Small Box,0.43
Critical,28,951.06,Regular Air,33.98,1.99,Small Business,Technology,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.45
Critical,14,243.23,Regular Air,17.48,1.99,Corporate,Technology,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45
Critical,24,1326.51,Regular Air,65.99,8.99,Corporate,Technology,StarTAC Analog,Small Box,0.6
Low,4,12.49,Regular Air,1.98,4.77,Home Office,Office Supplies,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4
Critical,4,103.9,Express Air,22.98,7.58,Home Office,Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51
Not Specified,50,330.27,Regular Air,6.48,7.86,Home Office,Office Supplies,Xerox 213,Small Box,0.37
Medium,25,1321.55,Regular Air,54.96,10.75,Home Office,Office Supplies,Xerox 1940,Small Box,0.36
Critical,36,198.1,Regular Air,5.78,4.96,Small Business,Office Supplies,Xerox 1899,Small Box,0.36
Critical,4,28.15,Regular Air,6.28,5.29,Corporate,Furniture,"Eldon¢ç 200 Class¢â Desk Accessories, Burgundy",Small Box,0.43
Critical,37,558.77,Regular Air,15.14,4.53,Corporate,Office Supplies,Eldon¢ç Gobal File Keepers,Small Box,0.81
Critical,17,57.96,Regular Air,3.28,3.97,Small Business,Office Supplies,Newell 342,Wrap Bag,0.56
Medium,5,32.5,Regular Air,5.28,5.61,Consumer,Office Supplies,Xerox 1954,Small Box,0.4
High,48,224.58,Regular Air,4.57,5.42,Corporate,Office Supplies,Newell¢ç 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Small Box,0.37
High,34,365.77,Regular Air,10.67,1.39,Corporate,Office Supplies,Laser & Ink Jet Business Envelopes,Small Box,0.39
High,34,16073.03,Delivery Truck,442.14,14.7,Corporate,Technology,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56
Critical,15,55.2,Regular Air,3.58,1.63,Home Office,Office Supplies,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36
Medium,5,11.25,Regular Air,2.08,1.49,Small Business,Office Supplies,Round Ring Binders,Small Box,0.38
Not Specified,38,5016.25,Delivery Truck,124.49,51.94,Small Business,Furniture,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63
Not Specified,30,1653.607,Regular Air,65.99,5.31,Small Business,Technology,3390,Small Box,0.57
Not Specified,19,3896.39,Regular Air,218.08,18.06,Small Business,Furniture,"Lifetime Advantage¢â Folding Chairs, 4/Carton",Large Box,0.57
Low,6,17.59,Regular Air,2.22,5,Corporate,Office Supplies,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box,0.55
Low,21,315.07,Regular Air,14.2,5.3,Corporate,Furniture,Coloredge Poster Frame,Wrap Bag,0.46
Low,28,525.4,Regular Air,19.84,4.1,Small Business,Office Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44
Low,37,61.77,Express Air,1.48,0.7,Small Business,Office Supplies,Binder Clips by OIC,Wrap Bag,0.37
High,31,127.9,Regular Air,4.13,0.5,Consumer,Office Supplies,Avery 506,Small Box,0.39
High,6,428.723,Regular Air,85.99,1.25,Corporate,Technology,Accessory8,Small Pack,0.39
High,34,1911.69,Regular Air,55.98,5.15,Small Business,Office Supplies,Xerox 1934,Small Box,0.36
High,17,120.751,Regular Air,7.99,5.03,Small Business,Technology,Bell Sonecor JB700 Caller ID,Medium Box,0.6
High,45,245.55,Regular Air,5.28,8.16,Small Business,Office Supplies,Xerox 1963,Small Box,0.4
Low,18,55.35,Express Air,2.22,5,Corporate,Office Supplies,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box,0.55
Low,27,700.35,Regular Air,26.31,5.89,Corporate,Technology,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.75
Medium,19,36.37,Regular Air,1.88,1.49,Home Office,Office Supplies,Staples¢ç General Use 3-Ring Binders,Small Box,0.37
Low,47,12723.95,Regular Air,279.48,35,Home Office,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8
Low,47,23239.96,Delivery Truck,500.98,26,Corporate,Furniture,Global Troy¢â Executive Leather Low-Back Tilter,Jumbo Drum,0.6
Low,24,302.91,Regular Air,12.28,6.13,Corporate,Office Supplies,Recycled Eldon Regeneration Jumbo File,Small Box,0.57
Low,36,1152.63,Regular Air,32.48,7.09,Small Business,Furniture,"Computer Room Manger, 14""",Small Box,0.49
Low,4,7.56,Regular Air,1.89,0.76,Small Business,Office Supplies,Revere Boxed Rubber Bands by Revere,Wrap Bag,0.83
Medium,22,127.51,Regular Air,5.98,1.49,Small Business,Office Supplies,Avery Hanging File Binders,Small Box,0.39
Medium,35,2004.22,Regular Air,60.65,12.23,Small Business,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box,0.64
Low,18,7556.61,Delivery Truck,424.21,110.2,Corporate,Furniture,Bush Advantage Collection¢ç Racetrack Conference Table,Jumbo Box,0.67
Low,33,47.48,Regular Air,1.48,0.7,Corporate,Office Supplies,Binder Clips by OIC,Wrap Bag,0.37
Not Specified,15,30.68,Regular Air,1.74,4.08,Small Business,Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53
