name,time,driving,owner,location,engine,price
Royal Enfield Bullet,2012,16527,second owner,delhi,19.8,75000
Bajaj Avenger Cruise,2016,12500,first owner,delhi,19,55000
Royal Enfield Bullet,2007,38000,first owner,panchkula,19.8,68000
Royal Enfield Bullet,2017,34000,first owner,pune,19.8,115700
UM Renegade Commando,2018,2000,first owner,faridabad,24.8,170000
UM Renegade Commando,2017,800,first owner,tiruvallur,24.8,120000
Royal Enfield Thunderbird,2014,15471,first owner,pune,27.2,110000
Bajaj Pulsar 220F,2012,35000,first owner,sonipat,21,22000
Royal Enfield Classic,2017,23000,first owner,faridabad,19.8,109999
KTM RC,2017,6300,first owner,navsari,42.3,183333
KTM Duke,2018,4300,first owner,jabalpur,42.9,250430
Royal Enfield Bullet,2018,10443,first owner,yamuna nagar,26.1,165000
Hero Hunk Rear,2013,45000,first owner,mumbai,14,30000
Bajaj V15,2017,25000,first owner,noida,11.8,51900
Royal Enfield Bullet,2015,16000,first owner,bangalore,19.8,111200
Bajaj V12,2017,7500,first owner,ahmedabad,12,51000
Royal Enfield Electra,2014,9550,first owner,mubarakpur,19,95000
Royal Enfield Thunderbird,2014,23000,first owner,bangalore,19.8,95182
Royal Enfield Classic,2015,19000,first owner,chennai,19.8,115000
Bajaj Avenger Street,2017,500,first owner,hyderabad,19,93000
Yamaha YZFR15 2.0,2016,22000,first owner,bijapur,16.7,85000
Bajaj CT 100,2001,60000,second owner,manpur,8.1,16000
Royal Enfield Classic,2016,6000,first owner,pune,19.8,130000
KTM Duke,2016,15000,first owner,mumbai,24.6,105786
Suzuki Gixxer,2017,10000,first owner,anand,14,75000
Yamaha YZF-R15,2016,7000,first owner,bangalore,16,103000
Royal Enfield Classic,2014,14800,first owner,gurgaon,27.2,115000
Royal Enfield Bullet,2013,24000,first owner,thane,19.8,88000
TVS Star City,2012,47453,first owner,ganganagar,8.2,18000
Royal Enfield Classic,2011,15000,first owner,buldhana,27.2,82556
Bajaj Avenger Street,2016,12600,first owner,bangalore,14.3,67000
Hero Splendor Pro,2014,23000,first owner,asansol,8.2,35000
Royal Enfield Thunderbird,2014,13500,first owner,chennai,27.2,125000
Royal Enfield Classic,2015,16000,first owner,pune,19.8,120000
Royal Enfield Himalayan,2016,3800,first owner,ludhiana,24.5,140000
Hero Splendor,2015,15500,first owner,hyderabad,6.15,44000
Hero CD Deluxe,2012,35000,first owner,dwarka,7.7,2000
Hero Passion,2002,35000,second owner,perumbavoor,7.5,15000
Royal Enfield Thunderbird,2016,8500,first owner,jaipur,19.8,128000
TVS Sport,2017,35535,first owner,kurukshetra,7.4,36000
KTM RC,2015,22000,first owner,mumbai,25,125000
Royal Enfield Bullet,2014,15700,first owner,vadodara,19.8,95000
Yamaha YZF-R15,2016,5500,first owner,jind,16,95000
Bajaj Avenger,2015,18000,first owner,mumbai,19,50000
KTM RC,2016,26000,first owner,pune,42.3,155000
Suzuki Slingshot Plus,2015,15000,second owner,ajmer,8.5,28000
Hero Passion Plus,2005,47000,first owner,jaipur,7.5,13000
KTM RC,2016,9800,first owner,dharwar,25.1,140000
Bajaj Avenger Street,2016,8000,first owner,mumbai,19,70000
Hero Splendor Plus,2006,45852,third owner,vaniyambadi,8.2,12500
Harley-Davidson Street 750,2018,7200,first owner,indore,47,530000
Royal Enfield Classic,2017,14000,first owner,chandigarh,19.8,130000
Royal Enfield Bullet,2008,25000,third owner,delhi,19.8,68000
Royal Enfield??Bullet,2012,25000,first owner,faridabad,19.8,70000
UM Renegade Commando,2018,1600,first owner,ahmedabad,25,185000
UM Renegade Commando,2018,1788,first owner,jaipur,24.8,188078
Royal Enfield Classic,2012,42300,first owner,ghaziabad,27.2,82000
Royal Enfield Bullet,2016,24500,first owner,pune,26.37,105000
KTM Duke,2018,2300,first owner,mumbai,42.9,220000
Royal Enfield Classic,2017,2750,first owner,gurgaon,19.8,134100
Harley-Davidson Street 750,2016,2350,first owner,delhi,47,325000
TVS Star City,2015,35300,first owner,delhi,8.2,27606
Royal Enfield Thunderbird,2017,32000,first owner,bardhaman,19.8,95000
Royal Enfield Bullet,2009,12700,first owner,ghaziabad,19.8,70000
Royal Enfield Classic,2014,45000,first owner,mumbai,19.8,90000
Bajaj Discover,2018,10000,first owner,delhi,10.9,45000
Bajaj Avenger,2015,12000,first owner,bangalore,19,55000
Bajaj Discover,2008,82000,first owner,delhi,12.5,13000
UM Renegade Commando,2017,3400,first owner,mumbai,24.8,145000
Bajaj V15,2018,11000,first owner,delhi,11.8,45000
Royal Enfield Classic,2014,20500,first owner,delhi,19.8,94964
Bajaj Discover,2007,58000,first owner,ghaziabad,9.64,10000
Yamaha Fazer 25,2017,14500,first owner,kadapa,20.3,123000
Hero Passion Pro,2010,77000,second owner,jind,8.2,16666
Royal Enfield Classic,2015,39000,first owner,bangalore,19.8,100000
Royal Enfield Thunderbird,2014,30000,first owner,ghaziabad,27.2,75000
KTM Duke,2017,5000,first owner,mumbai,42.9,220000
KTM Duke,2018,4000,first owner,alibag,42.9,210000
Suzuki GSX-R 1000R,2018,312,first owner,mumbai,160,1000000
Hero Splendor iSmart,2017,12000,first owner,faridabad,9.3,39200
Yamaha SZ-RR,2015,25909,first owner,faridabad,12,25000
Hyosung Aquila Pro,2016,4600,first owner,bangalore,74,300000
KTM RC,2015,20000,first owner,pune,25,125000
Royal Enfield Classic,2016,11300,first owner,hyderabad,19.8,130000
Royal Enfield Bullet,2010,51000,first owner,pune,19.8,83000
Bajaj Pulsar AS150,2016,35000,second owner,patna,16.8,35000
Bajaj Discover,2006,2946,first owner,delhi,12.5,12000
Hero Hunk,2010,25424,first owner,delhi,14,14000
Bajaj V15,2016,24925,first owner,bangalore,11.8,43400
Hero Super Splendor,2006,31800,first owner,gurgaon,9,10000
KTM Duke,2015,23000,first owner,hyderabad,44,110000
Suzuki Gixxer SF,2019,25,first owner,delhi,14.6,85000
Royal Enfield Thunderbird,2015,17000,second owner,mumbai,27.2,85000
Hero Splendor,2016,32000,first owner,raebareli,6.15,27500
Bajaj Discover 125ST,2013,30000,first owner,swaimadhopur,12.5,23000
Royal Enfield Bullet,2004,28800,first owner,delhi,19.8,70300
Royal Enfield Bullet,2016,23544,first owner,gurgaon,19.8,90000
Royal Enfield Classic,2016,8518,first owner,delhi,19.8,100000
UM Renegade Commando,2017,5411,second owner,gurgaon,24.8,125000
Royal Enfield Thunderbird,2014,23200,second owner,hyderabad,27.2,86500
Royal Enfield Thunderbird,2015,40670,first owner,mumbai,19.8,80000
KTM Duke,2017,16000,first owner,kalyan,42.9,169912
Hero Passion Plus,2004,57432,first owner,delhi,7.5,13000
KTM RC,2016,23000,second owner,challakere,42.3,115000
Royal Enfield Classic,2016,19500,first owner,ghaziabad,19.8,113900
KTM Duke,2017,13795,first owner,faridabad,24.6,110000
Hero Super Splendor,2008,74184,second owner,chandigarh,9,17000
Bajaj Discover,2007,40862,first owner,delhi,12.5,12000
Harley-Davidson Street 750,2017,5400,first owner,nagpur,47,500000
Royal Enfield Thunderbird,2017,21000,first owner,chennai,19.8,116800
Royal Enfield Bullet,2016,29000,first owner,chandigarh,19.8,110000
Hero Passion Plus,2004,77636,first owner,ahmedabad,7.5,14000
Royal Enfield Classic,2016,49767,first owner,delhi,19.8,95000
Honda CB Trigger,2014,34407,first owner,mumbai,14,42000
Royal Enfield Classic,2014,30091,third owner,delhi,19.8,78000
Yamaha FZ25,2018,3000,first owner,buldhana,20.3,100000
Harley-Davidson Iron 883,2016,4764,first owner,mumbai,50,550000
Hero Passion Xpro,2015,40000,first owner,ambala,6.72,26000
Royal Enfield Bullet,2012,30776,second owner,delhi,19.8,74000
KTM Duke,2017,400,first owner,jaipur,42.9,170000
Bajaj Avenger Street,2016,16500,first owner,madhupur,19,50000
Bajaj Avenger Street,2015,16500,first owner,chennai,14.3,48900
Royal Enfield Classic,2016,7400,first owner,faridabad,27.2,130000
Hero Passion Plus,2004,51716,second owner,delhi,7.5,13999
Hero Passion Pro,2011,27003,first owner,mumbai,8.2,19900
UM Renegade Commando,2018,10009,first owner,patna,25,160000
Royal Enfield Thunderbird,2014,24800,first owner,vadodara,19.8,83000
Suzuki Gixxer,2018,4800,first owner,wardha,14,72855
Harley-Davidson Street 750,2015,3100,first owner,mumbai,47,370000
Royal Enfield Classic,2013,26739,first owner,pune,27.2,105000
Royal Enfield Thunderbird,2016,18000,first owner,mumbai,19.8,101900
Royal Enfield Standard,2017,14418,first owner,gurgaon,26.1,110000
UM Renegade Commando,2018,9500,first owner,mumbai,25,196500
Hero Passion Plus,2008,35000,first owner,tiruvallur,7.5,15000
Suzuki Gixxer SF,2017,12300,first owner,ajmer,14.6,65000
Hero Karizma R,2009,17299,first owner,delhi,17,16979
Hero Splendor Plus,2010,42000,second owner,tekanpur,8.2,18000
Suzuki GS 150,2012,99000,first owner,tiruverkadu,13.8,20000
UM Renegade Sport,2017,13000,first owner,mumbai,,135000
Hero Passion,2006,70403,third owner,ahmedabad,7.5,12500
TVS Apache RR310,2018,7384,first owner,mumbai,33,190000
Royal Enfield Classic,2011,17700,second owner,mumbai,27.2,75000
KTM Duke,2018,7000,first owner,24 pargana,24.6,140000
Royal Enfield Thunderbird,2016,35006,first owner,bangalore,27.2,110000
Yamaha FZ25,2017,13000,first owner,mumbai,20.3,90000
UM Renegade Sport,2017,1300,first owner,hyderabad,24.8,130000
Royal Enfield Classic,2014,20500,first owner,bangalore,27.2,109300
Hyosung Aquila GV250,2015,51791,first owner,jaipur,26.21,120000
Ducati Multistrada 1200,2017,3174,first owner,gurgaon,157.8,1400000
Royal Enfield Thunderbird,2015,22700,first owner,mumbai,27.2,110000
Harley-Davidson Street 750,2017,3430,first owner,jodhpur,47,450000
Mahindra Mojo Tourer,2017,11786,first owner,gurgaon,26.82,120000
Yamaha YZF-R15 2.0,2017,16000,first owner,samastipur,16.7,75000
Mahindra Mojo,2016,30000,first owner,noida,26.45,110000
UM Renegade Sport,2017,13240,second owner,delhi,24.8,105500
Royal Enfield Classic,2018,7050,first owner,bangalore,19.8,154900
Hyosung GT250R 2016,2016,1884,first owner,pune,28,220000
Bajaj Pulsar 220F,2017,19865,first owner,kolkata,21,60000
Royal Enfield Bullet,2017,15148,first owner,delhi,19.8,120000
Royal Enfield Thunderbird,2019,12400,first owner,ghaziabad,19.8,145000
Royal Enfield Bullet,2009,28300,first owner,ghaziabad,19.8,65000
Bajaj Discover 125ST,2013,25000,first owner,ahmedabad,12.5,22000
Royal Enfield Thunderbird,2010,50000,first owner,bangalore,19.8,62700
Hero Passion Xpro,2018,6800,first owner,delhi,8,52600
Hero HF Deluxe,2018,24611,first owner,gurgaon,6.15,30000
Bajaj Discover,2011,72000,first owner,ahmedabad,12.5,18800
KTM RC,2016,7980,first owner,mumbai,42.3,135000
Royal Enfield Classic,2017,16000,first owner,delhi,19.8,125600
Bajaj Pulsar,2017,21000,first owner,patna,21,65000
KTM RC,2018,4000,first owner,24 pargana,42.3,215000
Hero Passion Plus,2004,55000,first owner,ghaziabad,7.5,12000
Royal Enfield Thunderbird,2014,36000,first owner,ghaziabad,19.8,75000
Royal Enfield Thunderbird,2014,48000,second owner,alibag,19.8,77000
Suzuki GS 150,2011,80500,first owner,noida,13.8,18000
Bajaj V15,2016,15440,first owner,chennai,11.8,34000
Bajaj Avenger Cruise,2017,21000,first owner,jaipur,19,61700
Royal Enfield Electra,2016,5645,first owner,delhi,19.8,85500
UM Renegade Sport,2017,8100,first owner,godavari,24.8,110000
Royal Enfield Classic,2014,28411,first owner,indi,27.2,70000
Royal Enfield Thunderbird,2016,24500,first owner,guwahati,27.2,110000
Bajaj Discover,2013,20000,second owner,palwal,12.5,17000
Harley-Davidson Street Rod,2017,1554,first owner,delhi,70,450000
Bajaj Pulsar AS150,2017,3629,first owner,mumbai,16.8,45000
Bajaj Pulsar 220F,2014,28989,first owner,chennai,21,40300
Bajaj Discover,2007,80000,first owner,mumbai,12.5,12300
Royal Enfield Classic,2018,26000,first owner,mumbai,27.2,170000
Hero Passion Plus,2004,39252,first owner,ghaziabad,7.5,10500
Yamaha YZF-R15 S,2016,5812,first owner,bangalore,16,64000
Royal Enfield Thunderbird,2012,24370,third owner,delhi,19.8,55000
Suzuki Gixxer SF,2017,24336,first owner,mumbai,14.6,50000
Yamaha YZF-R15,2009,27000,first owner,delhi,16,30000
Royal Enfield Himalayan,2016,14000,first owner,sibsagar,24.5,107000
Bajaj Avenger,2014,60000,first owner,kanchipuram,19,35000
Hero Xtreme Sports,2017,26008,first owner,delhi,15.6,48500
Royal Enfield Bullet,2010,31000,first owner,thane,19.8,70000
Royal Enfield Thunderbird,2011,6050,first owner,gautam buddha nagar,19.8,61500
Royal Enfield Thunderbird,2017,25500,first owner,bangalore,27.2,135000
Royal Enfield Thunderbird,2017,13600,first owner,kozhikode,27.2,130000
Harley-Davidson Street 750,2018,1174,second owner,delhi,47,450000
KTM RC,2017,10642,first owner,gurgaon,25.1,140000
UM Renegade Commando,2019,42,first owner,bangalore,24.8,197200
Bajaj Avenger Cruise,2016,27500,second owner,delhi,19,50000
Bajaj Avenger,2012,10000,third owner,delhi,19,29500
Bajaj Pulsar,2010,50000,third owner,ahmedabad,15,18000
KTM RC,2016,12000,first owner,virar,42.3,145000
Hyosung GT650R 2016,2016,5000,second owner,delhi,72.68,310000
Royal Enfield Thunderbird,2014,60000,first owner,delhi,19.8,70000
Bajaj Avenger Cruise,2018,3000,first owner,delhi,19,86500
UM Renegade Commando,2017,6200,first owner,jaipur,24.8,157800
Royal Enfield Classic,2016,13000,first owner,chennai,19.8,120000
Hero Splendor NXG,2011,86000,first owner,delhi,7,16000
Royal Enfield Bullet,2011,25000,first owner,delhi,19.8,72000
UM Renegade Sport,2017,5600,second owner,palwal,24.8,135000
Royal Enfield Thunderbird,2015,14000,first owner,surat,19.8,102000
Royal Enfield Thunderbird,2014,5264,first owner,mumbai,27.2,125000
Hero Splendor iSmart,2017,18200,first owner,delhi,9.3,37500
Bajaj Pulsar 135LS,2010,82737,first owner,delhi,13,14000
Royal Enfield Classic,2015,10000,first owner,thane,27.2,120000
KTM Duke,2018,12500,first owner,delhi,24.6,130500
Honda CBR 150R,2013,28661,third owner,hyderabad,18.28,49500
Royal Enfield Classic,2013,28000,third owner,dakshina kannada,19.8,80000
Royal Enfield Thunderbird,2016,80000,first owner,hazaribagh,19.8,82000
Royal Enfield Thunderbird,2013,23000,first owner,mumbai,27.2,99000
Royal Enfield Bullet,2011,27795,second owner,delhi,19.8,70000
UM Renegade Commando,2017,1000,first owner,delhi,24.8,125000
Royal Enfield Bullet,2015,11000,first owner,pune,19.8,107800
Bajaj V15,2017,17000,first owner,kanchipuram,11.8,45000
Bajaj V12,2017,30074,first owner,delhi,12,36000
Bajaj Avenger Street,2015,27792,first owner,mumbai,19,48000
Bajaj Avenger Street,2016,23156,first owner,ghaziabad,14.3,40000
Bajaj Discover,2009,68000,first owner,ahmedabad,9.64,18500
Royal Enfield Classic,2015,22253,second owner,chennai,27.2,105000
Yamaha YZF-R15,2014,50000,first owner,poonamallee,16,50000
Royal Enfield Classic,2016,18120,first owner,farrukhabad,19.8,110000
Royal Enfield Classic,2014,27000,second owner,ranga reddy,19.8,75000
Royal Enfield Thunderbird,2015,20112,first owner,hyderabad,19.8,85000
Yamaha YZF-R15 S,2016,17892,first owner,bangalore,16,75000
Royal Enfield Classic,2012,51000,second owner,ahmedabad,27.2,96400
Bajaj Pulsar AS150,2016,22840,first owner,delhi,16.8,38000
Bajaj Pulsar,2014,34623,second owner,bangalore,17,20000
Royal Enfield Standard,2017,12000,first owner,chennai,26.1,130000
Bajaj Discover,2007,60000,first owner,ferozepur,12.5,12000
Honda CB Trigger,2014,74073,first owner,gurgaon,14,32500
Royal Enfield Thunderbird,2015,45000,first owner,margao,27.2,100000
Yamaha FZ25,2017,17243,second owner,ranchi,20.3,75000
Hero Passion Plus,2004,54845,first owner,delhi,7.5,10000
Hero Glamour Fi,2018,15500,second owner,jobner,9,51000
UM Renegade Sport,2017,9300,first owner,hyderabad,24.8,135000
Royal Enfield Bullet,2013,22805,first owner,ahmedabad,19.8,75000
Hero Xtreme 200R,2018,2307,first owner,mumbai,18.1,90000
Honda CBR 150R,2014,17869,second owner,delhi,18.28,52000
KTM Duke,2018,3648,first owner,noida,42.9,200000
Hero Karizma ZMR,2012,32050,first owner,delhi,20,35500
Royal Enfield Thunderbird,2017,5192,first owner,mumbai,27.2,155000
Hero CBZ Xtreme,2011,46700,first owner,bangalore,14.4,30000
Honda CBR 150R,2013,12000,first owner,delhi,18.28,65500
Royal Enfield Thunderbird,2019,2382,first owner,delhi,19.8,175000
Yamaha SZ-RR,2016,30000,second owner,faridabad,12,35000
Royal Enfield Thunderbird,2017,900,first owner,roorkee,27.2,150000
Royal Enfield Classic,2015,8000,first owner,delhi,19.8,180000
Royal Enfield Thunderbird,2016,48000,first owner,chennai,19.8,100500
Royal Enfield Classic,2011,63000,first owner,chennai,19.8,69100
Kawasaki Ninja,2017,18095,first owner,pune,67.2,465000
Bajaj Avenger Cruise,2018,20500,first owner,chennai,19,69600
Hero Passion Pro,2010,33000,first owner,chennai,8.2,17000
UM Renegade Commando,2018,8133,first owner,bhubaneshwar,25,155000
UM Renegade Commando,2018,4600,first owner,chennai,25,165000
Yamaha YZF-R15,2011,57000,third owner,jhajjar,16,33000
Bajaj V15,2017,11000,first owner,rupnagar,11.8,35000
Harley-Davidson Street 750,2018,4189,first owner,bangalore,47,500000
Yamaha YZF-R15 2.0,2017,28261,first owner,ahmedabad,16.7,69825
Royal Enfield Bullet,2003,6600,first owner,noida,19.8,130000
Royal Enfield??Bullet,2012,35000,second owner,kurukshetra,19.8,70100
Royal Enfield Thunderbird,2018,13600,first owner,guwahati,19.8,117000
Harley-Davidson Street 750,2015,26236,first owner,hyderabad,47,350000
Bajaj Pulsar 220F,2017,20012,first owner,noida,21,56000
Yamaha YZF-R15 S,2017,11000,first owner,agra,16,69000
Hero CBZ Xtreme,2011,95000,first owner,kadi,14.4,16500
Bajaj V15,2016,15327,first owner,delhi,11.8,42000
Royal Enfield Classic,2010,47518,first owner,delhi,27.2,74000
UM Renegade Commando,2017,5800,first owner,chennai,24.8,135400
Royal Enfield Thunderbird,2018,10000,first owner,ernakulam,27.2,140000
Royal Enfield Classic,2018,16000,first owner,dhanbad,19.8,136424
UM Renegade Commando,2017,15372,first owner,noida,24.8,116848
Yamaha YZF-R15,2009,29570,third owner,bangalore,16,39000
UM Renegade Commando,2017,13000,first owner,bangalore,24.8,121000
Suzuki Gixxer SF,2017,24487,first owner,delhi,14.6,52500
UM Renegade Commando,2017,8252,first owner,gurgaon,24.8,100000
Bajaj V15,2016,29857,first owner,tumkur,11.8,37000
Royal Enfield Thunderbird,2013,20000,first owner,hyderabad,27.2,111300
Royal Enfield Classic,2014,9300,first owner,thane,19.8,90400
Royal Enfield Thunderbird,2019,12000,first owner,ahmedabad,19.8,155000
Royal Enfield Classic,2013,31500,first owner,jaipur,27.2,93000
Bajaj Pulsar,2011,50649,second owner,delhi,21,26000
Royal Enfield Bullet,2012,21496,first owner,faridabad,19.8,72378
Bajaj Boxer CT100,2004,50000,first owner,bolpur,12,18000
Suzuki Gixxer,2015,40997,first owner,chatrapur,14,60000
Royal Enfield Bullet,2015,23399,third owner,palwal,19.8,85000
Bajaj Discover 125ST,2012,20000,first owner,bharatpur,12.5,18500
Hero Passion Xpro,2015,28329,first owner,hoshiarpur,6.72,32000
KTM Duke,2017,5935,first owner,amritsar,24.6,121100
Royal Enfield Thunderbird,2014,31491,second owner,delhi,19.8,70000
KTM Duke,2017,17500,first owner,mumbai,42.9,198200
Bajaj Pulsar 135LS,2011,58966,first owner,delhi,13,15311
Royal Enfield Bullet,2017,1403,first owner,faridabad,19.8,119000
